Codice articolo (ATS),Material SAP Code (BP),Definire Conti Co.Ge. per,Gruppo articoli,Descrizione articolo,part number,Model Id,SUBCLASS,Technology,Produttore,Gestire n. lotto [Si/No],Gestione numeri di serie,verifica su sap
WMS0002414-NTD,000000000301595338,Gruppo articoli,WMS-VodafoneNTD,24 port chE1 Multiservice IFM,81.86ME1T242226,24-PORT CHE1/CHT1 MULTISERV IFM,Unit,TX,INFINERA,No,Si,OK
WMS0002415-NTD,000000000301595342,Gruppo articoli,WMS-VodafoneNTD,4 port chSTM-1 Multiservice IFM,81.86MS1C042234,IFM 4XSTM-1 CHAN E1,Unit,TX,INFINERA,No,Si,OK
WMS0002416-NTD,000000000301595349,Gruppo articoli,WMS-VodafoneNTD,"8605/07/09 ETSI 600mm rack adapter, 1 pr",81.86R860XET600,81.86R860XET600-R6,Unit,TX,INFINERA,No,No,OK
WMS0002417-NTD,000000000301595355,Gruppo articoli,WMS-VodafoneNTD,8630 AIR FILTER SPARE (5 PCS),81.86A8630FILTR,AIR FILTER5 8630,Accessori,TX,INFINERA,Si,No,OK
WMS0002418-NTD,000000000301595362,Gruppo articoli,WMS-VodafoneNTD,8660 Air Filters Spare Parts (4 pcs),81.86A8660FILTR,AIR FILTER4 8660,Unit,TX,INFINERA,No,No,OK
WMS0002419-NTD,000000000301595364,Gruppo articoli,WMS-VodafoneNTD,IFM Blank Cover Plate,81.86MBLANKCOVE-R6,IFM BLANK COVER 8660,Accessori,TX,INFINERA,Si,No,OK
WMS0002420-NTD,000000000301596586,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0B0BKP1671SP,02350RHA,ME0B0BKP1671,Unit,CORE,HUAWEI,No,Si,OK
WMS0002421-NTD,000000000301596588,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0B0BKPD330SP,02351954,ME0B0BKPD330,Unit,CORE,HUAWEI,No,Si,OK
WMS0002422-NTD,000000000301596589,Gruppo articoli,WMS-VodafoneNTD,BNG_CR5M000FBX61SP,02120514,CR5M000FBX61SP,Unit,CORE,HUAWEI,Si,No,OK
WMS0002423-NTD,000000000301596594,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0B0BKP0830SP,02352021,ME0B0BKP0830,Unit,CORE,HUAWEI,No,Si,OK
WMS0002424-NTD,000000000301596599,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0D0MPUB470SP,03053131,ME0D0MPUB470,Unit,CORE,HUAWEI,No,Si,OK
WMS0002425-NTD,000000000301596600,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0D0MPUB571SP,03057247,ME0D0MPUB571SP,Unit,CORE,HUAWEI,No,Si,OK
WMS0002426-NTD,000000000301596606,Gruppo articoli,WMS-VodafoneNTD,BNG_CR5M000FBX60SP,02120562,CR5M000FBX60SP,Unit,CORE,HUAWEI,No,No,OK
WMS0002427-NTD,000000000301596613,Gruppo articoli,WMS-VodafoneNTD,BNG_OSG040002,S4016954,OSG040002,Modulo SFP-XPF,CORE,HUAWEI,No,No,OK
WMS0002428-NTD,000000000301596618,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0DSFUIE07BSP,03053925,ME0DSFUIE07B,Unit,CORE,HUAWEI,No,Si,OK
WMS0002429-NTD,000000000301596621,Gruppo articoli,WMS-VodafoneNTD,BNG_PDC-2200WBSP,02311CNP,PDC-2200WB,Unit,TX,HUAWEI,No,No,OK
WMS0002430-NTD,000000000301596632,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0DBSUFF070,03054701,BSUF_240,Unit,CORE,HUAWEI,No,Si,OK
WMS0002431-NTD,000000000301596643,Gruppo articoli,WMS-VodafoneNTD,BNG_ME0DSFUIE07CSP,03053927,ME0DSFUIE07CSP,Unit,CORE,HUAWEI,No,Si,OK
WMS0002432-NTD,000000000301596644,Gruppo articoli,WMS-VodafoneNTD,BNG_OSG010N05,S4016067,OSG010N05,Modulo SFP-XPF,TX,HUAWEI,No,No,OK
WMS0002433-NTD,000000000301596789,Gruppo articoli,WMS-VodafoneNTD,AQU4518R11V06,27012128-001,AQU4518R11V06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002434-NTD,000000000301599732,Gruppo articoli,WMS-VodafoneNTD,78211593 Smart Bias Tee 690-2700 8-32 VD,78211593,78211593,Unit,RADIO,KATHREIN,No,Si,OK
WMS0002435-NTD,000000000301599948,Gruppo articoli,WMS-VodafoneNTD,ADU4515R0v06,27011716-001,ADU4515R0v06,Antenna,RADIO,HUAWEI,No,No,OK
WMS0002436-NTD,000000000301599951,Gruppo articoli,WMS-VodafoneNTD,ADU4516R0v06,27011663-001,ADU4516R0V06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002437-NTD,000000000301599988,Gruppo articoli,WMS-VodafoneNTD,AQU4518R22v06,27012145,AQU4518R22v06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002438-NTD,000000000301600051,Gruppo articoli,WMS-VodafoneNTD,AQU4517R4v06,27011873-001,AQU4517R4v06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002439-NTD,000000000301600100,Gruppo articoli,WMS-VodafoneNTD,5m Optical fiber cable,14130615,OCAPBC01,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002440-NTD,000000000301600122,Gruppo articoli,WMS-VodafoneNTD,UMPT cables (Intra-Inter cabinet),,UMPT_INTERCONNECTION_CABLES,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002441-NTD,000000000301600407,Gruppo articoli,WMS-VodafoneNTD,APE4518R0v06,27011357-001,APE4518R0V06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002442-NTD,000000000301600409,Gruppo articoli,WMS-VodafoneNTD,"04050228, AISG cable 5m, 8PIN",04050228,AAISGCBL5,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002443-NTD,000000000301600412,Gruppo articoli,WMS-VodafoneNTD,SPR-AIMM20M22,27150496,AIMM20M22,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002444-NTD,000000000301600417,Gruppo articoli,WMS-VodafoneNTD,AQU4518R4v06,27011355-001,AQU4518R4V06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002445-NTD,000000000301600420,Gruppo articoli,WMS-VodafoneNTD,AQU4518R22V06,27012145,AQU4518R22v06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002446-NTD,000000000301600464,Gruppo articoli,WMS-VodafoneNTD,12-Port Antenna 698-862/880-960/1695-269,80010898,80010898,Antenna,RADIO,KATHREIN,No,No,OK
WMS0002447-NTD,000000000301600537,Gruppo articoli,WMS-VodafoneNTD,"21101194,Installation Marking Template",21101194,SSRXAZHXMB00,Accessori,,HUAWEI,Si,No,OK
WMS0002448-NTD,000000000301600539,Gruppo articoli,WMS-VodafoneNTD,"21150584,Cement Floor Mount Kit N6X",21150584,EN6XCFM00,Accessori,,HUAWEI,Si,No,OK
WMS0002449-NTD,000000000301600875,Gruppo articoli,WMS-VodafoneNTD,"ROJ-208-392/1,Main Switch Board",ROJ208392/1,CMXB3,Unit,CORE,ERICSSON,No,No,OK
WMS0002450-NTD,000000000301601166,Gruppo articoli,WMS-VodafoneNTD,HUA:EMUA,02314551,QWF1EMUA1,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002451-NTD,000000000301601167,Gruppo articoli,WMS-VodafoneNTD,"2316791,Distributed Base Station Unit",02316791,WD5MARU261,Rack,RADIO,HUAWEI,No,Si,OK
WMS0002452-NTD,000000000301601174,Gruppo articoli,WMS-VodafoneNTD,"02230CLQ,MPE Site Mat.Kit,CX600-X2",02230CLQ,02230CLQ,Accessori,RADIO,HUAWEI,No,Si,OK
WMS0002453-NTD,000000000301601190,Gruppo articoli,WMS-VodafoneNTD,"PTN6900-2-M8,TNRM002FBX71,DC Fan Box",02310TAG,TNRM002FBX71,Unit,TX,HUAWEI,No,No,OK
WMS0002454-NTD,000000000301601193,Gruppo articoli,WMS-VodafoneNTD,"02310UWT,Environment Monitoring Unit",02310UWT,WD2G1EMUB,Unit,RADIO,HUAWEI,No,No,OK
WMS0002455-NTD,000000000301601194,Gruppo articoli,WMS-VodafoneNTD,SLD3CSHP (SLD3IRU201),02310VBD,IDU RTN905-2E,Unit,MW,HUAWEI,No,Si,OK
WMS0002456-NTD,000000000301601199,Gruppo articoli,WMS-VodafoneNTD,"02350TKK,ATN910C,ANG1CxPH,Sys Ctrl,MPPU",02350TKK,ATN910C-B,Unit,DSL,HUAWEI,No,Si,OK
WMS0002457-NTD,000000000301601241,Gruppo articoli,WMS-VodafoneNTD,"CR51PSUC0,DC Power Supply Unit 1200W",03030QAS,CR5D00PSUC70,Unit,TX,HUAWEI,No,Si,OK
WMS0002458-NTD,000000000301601242,Gruppo articoli,WMS-VodafoneNTD,"Finishd Brd,PTN 6900,TNR1MPUK0,Proc Unit",03030SAF,TNR1MPUK0,Unit,TX,HUAWEI,No,Si,OK
WMS0002459-NTD,000000000301601266,Gruppo articoli,WMS-VodafoneNTD,FDLCUPC01,14130641,FDLCUPC01,Accessori,MW,HUAWEI,Si,No,OK
WMS0002460-NTD,000000000301601272,Gruppo articoli,WMS-VodafoneNTD,FSFL01001_10m,14130665,FSFL01001,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002461-NTD,000000000301601281,Gruppo articoli,WMS-VodafoneNTD,"WD2B8BBC,OD Battery Backup Cabinet",02113396,WD2B8BBC,Rack,PASSIVE,HUAWEI,No,Si,OK
WMS0002462-NTD,000000000301601317,Gruppo articoli,WMS-VodafoneNTD,"2358726,Assembling Component,Huawei Ant",02358726,AIMM20M11,Accessori,RADIO,HUAWEI,No,Si,OK
WMS0002463-NTD,000000000301601318,Gruppo articoli,WMS-VodafoneNTD,"2358727,Assembling Component,Huawei Ant",02358727,2358727,Accessori,,HUAWEI,No,Si,OK
WMS0002464-NTD,000000000301601324,Gruppo articoli,WMS-VodafoneNTD,"Pwr Cbl,600V/1000V,2x10mmx2,Black,80A",25030789,C1050GR04,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002465-NTD,000000000301601331,Gruppo articoli,WMS-VodafoneNTD,"27150498, Downtilt Kit F",27150498,ASMDT0F01,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002466-NTD,000000000301601404,Gruppo articoli,WMS-VodafoneNTD,"BBU3900-WD22UMPTa2,UMPT",03054154,WD22UMPTa2,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002467-NTD,000000000301601436,Gruppo articoli,WMS-VodafoneNTD,"Single Cbl,Non Shielding Straight,10.00m",04046103,CSCABLE14,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002468-NTD,000000000301601437,Gruppo articoli,WMS-VodafoneNTD,"04050896,Inter-BBU Cable",04050896,4050896,Unit,RADIO,HUAWEI,No,No,OK
WMS0002469-NTD,000000000301601446,Gruppo articoli,WMS-VodafoneNTD,"MW acc.-0.1m-Andrew Band Clamp Kit,1.2m",52440596,113885-2,Accessori,MW,COMMSCOPE,Si,No,OK
WMS0002470-NTD,000000000301601983,Gruppo articoli,WMS-VodafoneNTD,"739623,Antenna Polar,17dBi,800-900 MHz",739623,K739623,Antenna,RADIO,KATHREIN,No,Si,OK
WMS0002471-NTD,000000000301602910,Gruppo articoli,WMS-VodafoneNTD,"MPC,2XMIC SLOT,100GE/40GE/10GE/1GE,SRX5K",750-061262,SRX5K-MPC,Unit,CORE,JUNIPER,No,Si,OK
WMS0002472-NTD,000000000301603298,Gruppo articoli,WMS-VodafoneNTD,AHP4517R0v06,27012430,AHP4517R0V06,Antenna,RADIO,HUAWEI,No,Si,OK
WMS0002473-NTD,000000000301603315,Gruppo articoli,WMS-VodafoneNTD,ATR4518R14v06,27011883-001,ATR4518R14v06,Antenna,RADIO,HUAWEI,No,No,OK
WMS0002474-NTD,000000000301604399,Gruppo articoli,WMS-VodafoneNTD,"AAMU,02310RBA",02310RBA,MU02,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002475-NTD,000000000301604650,Gruppo articoli,WMS-VodafoneNTD,"V_SPR_MDDB MHA1800, 12dB, AISG",472980A.101,MDDB,Unit,RADIO,NSN,No,Si,OK
WMS0002476-NTD,000000000301604663,Gruppo articoli,WMS-VodafoneNTD,V_SPR_FLDA MHA 800/900MHz with Combiner,78210512,FLDA,Unit,RADIO,NSN,No,Si,OK
WMS0002477-NTD,000000000301604667,Gruppo articoli,WMS-VodafoneNTD,V_FUFAR MM OD fiber LC OD-LC OD dual 5m,473287A.101,FUFAR,Accessori,RADIO,NSN,Si,No,OK
WMS0002478-NTD,000000000301604684,Gruppo articoli,WMS-VodafoneNTD,N63B Type ETSI Rack(2200*600*300mm),02113298,CR5B22N63B00,,TX,,Si,No,OK
WMS0002479-NTD,000000000301604706,Gruppo articoli,WMS-VodafoneNTD,"XFPSFP+ Transceiver,SFP+, 6.144G",02312SJF,OMV010N02,Modulo SFP-XPF,RADIO,HUAWEI,No,No,OK
WMS0002480-NTD,000000000301604707,Gruppo articoli,WMS-VodafoneNTD,CR5DNPU12070_PTN6900,03030RFE,CR5DNPU12070,Unit,TX,HUAWEI,No,No,OK
WMS0002481-NTD,000000000301605094,Gruppo articoli,WMS-VodafoneNTD,"ROJ-208-842/3,Generic Process Board,SSD",ROJ208842/3,GEP3-SSD,Unit,CORE,ERICSSON,No,No,OK
WMS0002482-NTD,000000000301605174,Gruppo articoli,WMS-VodafoneNTD,"0235G6NU,Hard Drive,SAS,600Gb,10K,RPM",0235G6NU,STLZ14S600,Unit,CORE,HUAWEI,No,No,OK
WMS0002483-NTD,000000000301605861,Gruppo articoli,WMS-VodafoneNTD,3FE53441CC_2YW,3FE53441CC,3FE53441CC,Modulo SFP-XPF,TX,NSN,No,No,OK
WMS0002484-NTD,000000000301606390,Gruppo articoli,WMS-VodafoneNTD,3FE61087FA_2YW - ISAM FX-16 Fiber Routin,3FE61087FA,3FE61087FA,,DSL,NSN,No,No,OK
WMS0002485-NTD,000000000301606391,Gruppo articoli,WMS-VodafoneNTD,Blank Filler Panel for NTIO and LT,3FE65651BA,FILLER/COVER CARD,,DSL,NSN,No,No,OK
WMS0002486-NTD,000000000301606739,Gruppo articoli,WMS-VodafoneNTD,"34060550,Opt TRX 1531Nm,70Km",34060550-001,XFP-LH70-SM1531,Modulo SFP-XPF,TX,HUAWEI,No,No,OK
WMS0002487-NTD,000000000301606791,Gruppo articoli,WMS-VodafoneNTD,85010099 Downtilt Kit XH for panel anten,85010099,85010099,Accessori,RADIO,KATHREIN,Si,No,OK
WMS0002488-NTD,000000000301606814,Gruppo articoli,WMS-VodafoneNTD,"ALFOPLUS80HDX ODU, 80 GHZ, SB=1H",GB9921,"ALFOPLUS80HDX ODU, 80 GHZ, SB=1H",Unit,MW,SIAE,No,Si,OK
WMS0002489-NTD,000000000301606815,Gruppo articoli,WMS-VodafoneNTD,Capacity Upgrade to 10Gb (Eband),ASWUAP802,SW_UP_128_2000_10000,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002490-NTD,000000000301606817,Gruppo articoli,WMS-VodafoneNTD,"ALFOPLUS80HDX ODU, 80 GHZ, SB=1L",GB9920,"ALFOPLUS80HDX ODU, 80 GHZ, SB=1L",Unit,MW,SIAE,No,Si,OK
WMS0002491-NTD,000000000301606904,Gruppo articoli,WMS-VodafoneNTD,"Fan Tray Assembly,WD2E12FAN,FAN01D,Ver.E",02121656,WD2E12FAN,Unit,RADIO,HUAWEI,No,No,OK
WMS0002492-NTD,000000000301606938,Gruppo articoli,WMS-VodafoneNTD,"2F LC-LC SM RRUS02,RRUS11 1M",RPM2530292/1000,,Accessori,MW,ERICSSON,Si,No,OK
WMS0002493-NTD,000000000301606988,Gruppo articoli,WMS-VodafoneNTD,86010153V01 FlexRET,86010153V01,86010153V01,Unit,RADIO,KATHREIN,No,No,OK
WMS0002494-NTD,000000000301607347,Gruppo articoli,WMS-VodafoneNTD,TNF1C1CFPT65,03032BXT,TNF1C1CFPT65,Unit,TX,HUAWEI,No,No,OK
WMS0002495-NTD,000000000301607349,Gruppo articoli,WMS-VodafoneNTD,SFP+ 9.8Gbps 1310nm for CPRI,34060713,OSV010N03,Modulo SFP-XPF,TX,HUAWEI,No,No,OK
WMS0002496-NTD,000000000301607467,Gruppo articoli,WMS-VodafoneNTD,TR.OPT. 1310NM 2.5GB(M. MOD.)(E01437A),25G-SFP-SM-A,25G-SFP-SM-A,Modulo SFP-XPF,MW,SIAE,No,No,OK
WMS0002497-NTD,000000000301607468,Gruppo articoli,WMS-VodafoneNTD,AGS20 IDU 2+0 XG IP,GAI0230-3,AGS20XG GAI0230-3,Unit,MW,SIAE,No,Si,OK
WMS0002498-NTD,000000000301609613,Gruppo articoli,WMS-VodafoneNTD,"ROJ 208 840/3,GEP3,HD300",ROJ 208 840/3,GEP3-HD300,Unit,CORE,ERICSSON,No,Si,OK
WMS0002499-NTD,000000000301609915,Gruppo articoli,WMS-VodafoneNTD,Crowd Cell 2.0 (BTS5901B),02311XXW,WD6MIAAC3BN0,Unit,RADIO,HUAWEI,No,No,OK
WMS0002500-NTD,000000000301610210,Gruppo articoli,WMS-VodafoneNTD,"21134313,Blank Panel For GIU Board Slot",21134313,H80XBPGIUS00,Accessori,DSL,HUAWEI,Si,No,OK
WMS0002501-NTD,000000000301610791,Gruppo articoli,WMS-VodafoneNTD,RRU5909 2100MHz for GU,02311TBD,WD5M215909GB,Rack,RADIO,HUAWEI,No,Si,OK
WMS0002502-NTD,000000000301610792,Gruppo articoli,WMS-VodafoneNTD,RRU5909 900MHz for GU,02311TBA,WD5M9E5909GB,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002503-NTD,000000000301610794,Gruppo articoli,WMS-VodafoneNTD,RRU5909 1800MHz for GU,02311PPP,WD5M18590900,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002504-NTD,000000000301610795,Gruppo articoli,WMS-VodafoneNTD,RRU5909 1800MHz for LTE,02311PPP,WD5M18590900,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002505-NTD,000000000301610796,Gruppo articoli,WMS-VodafoneNTD,RRU5909 2100MHz for LTE,02311TBD,WD5M215909GB,Rack,RADIO,HUAWEI,No,Si,OK
WMS0002506-NTD,000000000301610970,Gruppo articoli,WMS-VodafoneNTD,2S-TPX 1350-1525/18/21-23-26 DCauto,E14F10P29,E14F10P29,Unit,RADIO,COMMSCOPE,No,Si,OK
WMS0002507-NTD,000000000301610972,Gruppo articoli,WMS-VodafoneNTD,2S-DPX 1695-2180/23-26 DCauto,E14F05P25,E14F05P25,,RADIO,COMMSCOPE,No,No,OK
WMS0002508-NTD,000000000301610973,Gruppo articoli,WMS-VodafoneNTD,CS-TMA 18/21 F12dB 2:2 1AISG12 BY14,E14R00P35,E14R00P35,Unit,RADIO,COMMSCOPE,No,Si,OK
WMS0002509-NTD,000000000301610974,Gruppo articoli,WMS-VodafoneNTD,2S-DPX 380-960/1425-2690 DCauto,E14F05P59,E14F05P59,Unit,RADIO,COMMSCOPE,No,Si,OK
WMS0002510-NTD,000000000301610975,Gruppo articoli,WMS-VodafoneNTD,2S-DPX 1350-1525/1710-2690 DCauto,E14F05P66,E14F05P66,Unit,RADIO,COMMSCOPE,No,No,OK
WMS0002511-NTD,000000000301610976,Gruppo articoli,WMS-VodafoneNTD,2S-DPX D2-08/09 DCauto,E14F05P09,E14F05P09,Unit,RADIO,COMMSCOPE,No,No,OK
WMS0002512-NTD,000000000301611173,Gruppo articoli,WMS-VodafoneNTD,60cm Dual Band int antenna (18DP_80SP),52432316,A18D80S06HAC,Antenna,MW,HUAWEI,No,Si,OK
WMS0002513-NTD,000000000301611176,Gruppo articoli,WMS-VodafoneNTD,60cm Dual Band int antenna (23DP_80SP),52432317,A23D80S06HAC,Antenna,MW,HUAWEI,No,Si,OK
WMS0002514-NTD,000000000301611178,Gruppo articoli,WMS-VodafoneNTD,ODU_EBAND_IT_RTN380_H,52450609,ODU RTN380_HIGH (52450609),Unit,MW,HUAWEI,No,Si,OK
WMS0002515-NTD,000000000301611179,Gruppo articoli,WMS-VodafoneNTD,eSFP_2.5GE_6G CPRI,34060517,OSV002N01,Modulo SFP-XPF,RADIO,HUAWEI,No,No,OK
WMS0002516-NTD,000000000301611180,Gruppo articoli,WMS-VodafoneNTD,E-BAND_Symmetry_Twist_Cable_per_meter,25050238,STWICABSFTP5,Accessori,MW,HUAWEI,Si,No,OK
WMS0002517-NTD,000000000301611182,Gruppo articoli,WMS-VodafoneNTD,E-BAND_DLC/UPC-DLC/UPC_SM_150mOutdoor_FO,14130650,FDLCUPC15,Accessori,MW,HUAWEI,Si,No,OK
WMS0002518-NTD,000000000301611188,Gruppo articoli,WMS-VodafoneNTD,ODU_EBAND_IT_RTN380_L,52450608,ODU RTN380_LOW (52450608),Unit,MW,HUAWEI,No,Si,OK
WMS0002519-NTD,000000000301611190,Gruppo articoli,WMS-VodafoneNTD,10GE_SFP_for_EM6D,34060495,OSX001001,Modulo SFP-XPF,MW,HUAWEI,No,No,OK
WMS0002520-NTD,000000000301611192,Gruppo articoli,WMS-VodafoneNTD,E_Band_SLEPWPRCK1,02231EPA,SLEPWPRCK1,Accessori,MW,HUAWEI,Si,No,OK
WMS0002521-NTD,000000000301611379,Gruppo articoli,WMS-VodafoneNTD,Fan Tray Assembly / 02120725,02120725,WD2MUFAN03C,Unit,RADIO,HUAWEI,No,No,OK
WMS0002522-NTD,000000000301611900,Gruppo articoli,WMS-VodafoneNTD,XMC3W ODU 13G TR266 AB L,52414178,XMC3W ODU 13G TR266 AB L,Unit,MW,HUAWEI,No,Si,OK
WMS0002523-NTD,000000000301611902,Gruppo articoli,WMS-VodafoneNTD,ODU pole XMC-2/XMC-3,21153497,SL9RBRACKET2,Accessori,MW,HUAWEI,Si,No,OK
WMS0002524-NTD,000000000301611903,Gruppo articoli,WMS-VodafoneNTD,XMC3 ODU 11G TR500/490 A L,52414088,XMC3 ODU 11G TR500/490 A L,Unit,MW,HUAWEI,No,Si,OK
WMS0002525-NTD,000000000301611905,Gruppo articoli,WMS-VodafoneNTD,XMC3 ODU 11G TR500/490 B L,52414090,XMC3 ODU 11G TR500/490 B L,Unit,MW,HUAWEI,No,Si,OK
WMS0002526-NTD,000000000301611907,Gruppo articoli,WMS-VodafoneNTD,XMC3 ODU 11G TR500/490 B H,52414091,XMC3 ODU 11G TR500/490 B H,Unit,MW,HUAWEI,No,Si,OK
WMS0002527-NTD,000000000301611909,Gruppo articoli,WMS-VodafoneNTD,XMC3W ODU 18G TR1008/1010 AB H,52414181,XMC3W ODU 18G TR1008/1010 AB H,Unit,MW,HUAWEI,No,Si,OK
WMS0002528-NTD,000000000301611910,Gruppo articoli,WMS-VodafoneNTD,XMC3W ODU 7G TR196 ABC H,52414097,XMC3W ODU 7G TR196 ABC H,Unit,MW,HUAWEI,No,Si,OK
WMS0002529-NTD,000000000301611911,Gruppo articoli,WMS-VodafoneNTD,XMC3W ODU 13G TR266 AB H,52414179,ODU(XMC-3W-13G),Unit,MW,HUAWEI,No,Si,OK
WMS0002530-NTD,000000000301611913,Gruppo articoli,WMS-VodafoneNTD,XMC3W ODU 18G TR1008/1010 AB L,52414180,XMC3W ODU 18G TR1008/1010 AB L,Unit,MW,HUAWEI,No,Si,OK
WMS0002531-NTD,000000000301611915,Gruppo articoli,WMS-VodafoneNTD,XMC3 ODU 11G TR500/490 A H,52414089,XMC3 ODU 11G TR500/490 A H,Unit,MW,HUAWEI,No,Si,OK
WMS0002532-NTD,000000000301611917,Gruppo articoli,WMS-VodafoneNTD,XMC3W ODU 7G TR196 ABC L,52414096,XMC3W ODU 7G TR196 ABC L,Unit,MW,HUAWEI,No,Si,OK
WMS0002533-NTD,000000000301612344,Gruppo articoli,WMS-VodafoneNTD,DPR 3000E-48 ID:D1 (98%),TPS1010027A-PML-M,DPR 3000E-48,Unit,PASSIVE,DELTA,No,Si,OK
WMS0002534-NTD,000000000301612557,Gruppo articoli,WMS-VodafoneNTD,"02310MUX,BTS3202E,W/O Built Ant,2600 Mhz",02310MUX,WD5MLMBB770B,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002535-NTD,000000000301613273,Gruppo articoli,WMS-VodafoneNTD,"2318169,OMXD 30000",02318169,OMXD30000,Modulo SFP-XPF,TX,HUAWEI,No,No,OK
WMS0002536-NTD,000000000301613278,Gruppo articoli,WMS-VodafoneNTD,"3053401,CN22UPBA6,1CPU+3x8G DDR3+2x300G",03053401,CN22UPBA6,Unit,CORE,HUAWEI,No,Si,OK
WMS0002537-NTD,000000000301613290,Gruppo articoli,WMS-VodafoneNTD,"3055261,CH80MXUA0,Multi-func.&Swit",02310VBG,CH80MXUA0,Unit,CORE,HUAWEI,No,Si,OK
WMS0002538-NTD,000000000301613291,Gruppo articoli,WMS-VodafoneNTD,"3055263,CH80SPUA1,FinishedBrdUnit",02310VBE,CH80SPUA1,Unit,CORE,HUAWEI,No,Si,OK
WMS0002539-NTD,000000000301613297,Gruppo articoli,WMS-VodafoneNTD,"3056014,CH80VPUA1,FinishedBrdUnit",02310WSY,CH80VPUA1,Unit,CORE,HUAWEI,No,Si,OK
WMS0002540-NTD,000000000301613298,Gruppo articoli,WMS-VodafoneNTD,"3057252,WD22UMPTe2,FinishedBrdUnit",03057252,WD22UMPTE2,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002541-NTD,000000000301613340,Gruppo articoli,WMS-VodafoneNTD,"1AB196370007,SFP,SMF,15Km,1310Nm",1AB196370007,2G5 SFP S-16.1/SR-1,Modulo SFP-XPF,TX,NSN,No,No,OK
WMS0002542-NTD,000000000301613342,Gruppo articoli,WMS-VodafoneNTD,"1AB375650046,Tunable DWDM XFP,80Km",1AB375650046,1AB375650046,Modulo SFP-XPF,TX,NSN,No,Si,OK
WMS0002543-NTD,000000000301613343,Gruppo articoli,WMS-VodafoneNTD,"1AB394040003,1830PSS,ALU XFP Tunable",1AB394040003,1AB394040003,Modulo SFP-XPF,TX,NSN,No,Si,OK
WMS0002544-NTD,000000000301614018,Gruppo articoli,WMS-VodafoneNTD,"02310AHA,RRU for LTE 800M (2*40W)",02310AHA,WD5MIRUB8K0,Unit,RADIO,HUAWEI,No,Si,OK
WMS0002545-NTD,000000000301614023,Gruppo articoli,WMS-VodafoneNTD,"03021YNW,OSN1800,Pwr Interface Board",03021YNW,03021YNW,Unit,TX,HUAWEI,No,Si,OK
WMS0002546-NTD,000000000301614024,Gruppo articoli,WMS-VodafoneNTD,"03031LXD,Enh 40-Ch Mux/Demux Board",03031LXD,TNF1EX4001,Unit,TX,HUAWEI,No,Si,OK
WMS0002547-NTD,000000000301614033,Gruppo articoli,WMS-VodafoneNTD,"2237428,DBS Ant. Feeder InstallAuxiliary",02237428,02237974,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002548-NTD,000000000301614045,Gruppo articoli,WMS-VodafoneNTD,P-25mm^2-Black-LSZH,25030638,P-25mm^2-Black-LSZH,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002549-NTD,000000000301614046,Gruppo articoli,WMS-VodafoneNTD,"Power Cable,450/750V,blue",25030695,P-25mm^2-Blue-LSZH,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002550-NTD,000000000301614078,Gruppo articoli,WMS-VodafoneNTD,"4130100,RF Cable,2m,COAX50-8.7/3.55B",04130100,JMPCBLNN02,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002551-NTD,000000000301614080,Gruppo articoli,WMS-VodafoneNTD,"4150591,PC,10m,4mm^2,2",04150591,CPWR10400,Accessori,RADIO,HUAWEI,Si,No,OK
WMS0002552-NTD,000000000301614252,Gruppo articoli,WMS-VodafoneNTD,"2120732,DCDU-12C",02120732,WD2E50DCDU12C,Unit,RADIO,HUAWEI,No,No,OK
